snapshot_index,cycle,cluster_index,cluster_id,worldline_id,x,y,z,cluster_class,support_node_count,interpolated
57,114,5,defect_cluster_000041,worldline_000021,0.2238709920386654,0.8219413689409836,-0.5237310043782453,transposition,5,True
57,114,6,defect_cluster_000065,worldline_000031,0.729304410738975,-0.2584091754969784,0.6335138313372869,transposition,3,True
57,114,7,defect_cluster_000078,worldline_000038,0.46480740774868323,0.8587649418081021,-0.21558489841191608,threecycle,5,True
57,114,8,defect_cluster_000085,worldline_000041,0.901281508913797,-0.10938704389265747,0.419196989872894,transposition,5,True
57,114,9,defect_cluster_000337,worldline_000046,0.846103207561373,0.41496646288155536,-0.3345328038293506,transposition,4,True
57,114,10,defect_cluster_000106,worldline_000051,-0.910138584283315,0.046398776968556175,0.41169759641584663,threecycle,6,True
57,114,11,defect_cluster_000109,worldline_000052,-0.904254452156668,0.04415765445381341,0.42470458828223395,threecycle,3,True
57,114,12,defect_cluster_000120,worldline_000060,-0.42795760028347785,0.674144117987956,0.6019817277474855,threecycle,3,True
57,114,13,defect_cluster_000141,worldline_000067,0.23557667851620007,-0.24265391319899857,-0.9410752929221379,threecycle,4,True
57,114,14,defect_cluster_000152,worldline_000070,0.14898324912021155,-0.8755291625312844,-0.4596223199963779,transposition,3,True
