worldline_id,event_index,cycle,event,class,holonomy_mode,support_node_count,x,y,z,pair_h3_separation,local_readout_contraction,transport_distance
stress_pair_right,7,7,continue,transposition,1,8,0.47242867227304897,0.0,0.0,0.9448573445460978,0.9788667886154768,0.020293242021700835
stress_pair_right,8,8,continue,transposition,1,8,0.4512954608885258,0.0,0.0,0.9025909217770514,0.9779574292854762,0.02113321138451857
stress_pair_right,9,9,continue,transposition,1,8,0.429252890174002,0.0,0.0,0.858505780348004,0.9769722169927499,0.02204257071451863
stress_pair_right,10,10,continue,transposition,1,8,0.406225107166752,0.0,0.0,0.8124502143335036,0.9759047081920509,0.02302778300724333
stress_pair_right,11,11,continue,transposition,1,8,0.38212981535880286,0.0,0.0,0.7642596307176059,0.9747489538329975,0.024095291807952852
stress_pair_right,12,12,continue,transposition,1,8,0.3568787691918004,0.0,0.0,0.7137575383836008,0.9735002784626412,0.025251046167004094
stress_pair_right,13,13,continue,transposition,1,8,0.33037904765444154,0.0,0.0,0.6607580953088831,0.9721565050098685,0.026499721537360108
stress_pair_right,14,14,continue,transposition,1,8,0.3025355526643101,0.0,0.0,0.6050711053286206,0.970719803328217,0.027843494990131726
stress_pair_right,15,15,continue,transposition,1,8,0.273255355992527,0.0,0.0,0.5465107119850537,0.969199351581734,0.029280196671788696
stress_pair_right,16,16,continue,transposition,1,8,0.24245470757426096,0.0,0.0,0.48490941514852137,0.967614932240752,0.03080064841826519
stress_pair_right,17,17,continue,transposition,1,8,0.21006963981501298,0.0,0.0,0.42013927963002595,0.9660013416599795,0.03238506775924704
stress_pair_right,18,18,continue,transposition,1,8,0.17607098147499248,0.0,0.0,0.35214196294998534,0.9644129368313568,0.033998658340020346
stress_pair_right,19,19,continue,transposition,1,8,0.14048391830634918,0.0,0.0,0.2809678366126982,0.9629266765967401,0.03558706316864389
stress_pair_right,20,20,continue,transposition,1,8,0.10341059490308926,0.0,0.0,0.2068211898061794,0.9616408143411986,0.03707332340326579
stress_pair_right,21,21,continue,transposition,1,8,0.06505140924428787,0.0,0.0,0.1301028184885746,0.9606657999109133,0.03835918565880373
stress_pair_right,22,22,continue,transposition,1,8,0.032525704622143936,0.0,0.0,0.06505140924429044,0.9601685541655105,0.03252570462214563
stress_pair_right,23,23,continue,transposition,1,8,0.016262852311071968,0.0,0.0,0.03252570462214563,0.9600422721378449,0.016262852311073505
